title,authors,publisher,date
Understanding and Using C Pointers,['Richard M Reese'],O'Reilly Media,May 2013
Simple Steps to Data Encryption,['Peter Loshin'],Elsevier / Syngress,April 2013
Learning IPython for Interactive Computing and Data Visualization,['Cyrille Rossant'],Packt Publishing,April 2013
Instant Traffic Analysis with Tshark How-to,['Borja Merino'],Packt Publishing,April 2013
The Case for the Chief Data Officer,"['Peter Aiken', 'Michael M. Gorman']",Elsevier / Morgan Kaufmann,April 2013
Simulating Data with SAS,['Rick Wicklin'],SAS Institute,April 2013
PHP Web Services,['Lorna Jane Mitchell'],O'Reilly Media,April 2013
JMP for Basic Univariate and Multivariate Statistics,"['Ann W. Lehman', ""Norm O'Rourke Ph.D."", 'R.Psych.', 'Larry Hatcher Ph.D.', 'Edward J. ...']",SAS Institute,April 2013
Instant Creating Data Models with PowerPivot How-to,['Leo Taehyung Lee'],Packt Publishing,April 2013
Data Warehousing mit SAP® BW 7.3,['Christian Mehrwald'],dpunkt,April 2013
Google Visualization API Essentials,['Traci L. Ruthkoski'],Packt Publishing,April 2013
Access 2013: The Missing Manual,['Matthew MacDonald'],O'Reilly Media,April 2013
Hands-On Oracle Application Express Security,['Recx'],Wiley,April 2013
Access 2013 Bible,"['Michael Alexander', 'Richard Kusleika']",Wiley,April 2013
Instant PostgreSQL Backup and Restore How-to,['Shaun M. Thomas'],Packt Publishing,March 2013
Hibernate Search by Example,['Steve Perkins'],Packt Publishing,March 2013
Instant Liferay Portal 6 Starter,['Sandeep Nair'],Packt Publishing,March 2013
Instant Cytoscape Complex Network Analysis How-to,['Gang Su'],Packt Publishing,March 2013
Building Dashboards with Microsoft Dynamics GP 2013 and Excel 2013,['Mark Polino'],Packt Publishing,March 2013
Big Data For Dummies,"['Judith Hurwitz', 'Alan Nugent', 'Fern Halper', 'Marcia Kaufman']",Wiley / For Dummies,March 2013
Clojure Data Analysis Cookbook,['Eric Rochester'],Packt Publishing,March 2013
Instant Apache Cassandra for Developers Starter,['Vivek Mishra'],Packt Publishing,March 2013
Managing Multimedia and Unstructured Data in the Oracle Database,['Marcelle Kratochvil'],Packt Publishing,March 2013
Access 2013 All-in-One For Dummies,"['Alison Barrows', 'Joseph C. Stockman', 'Allen G. Taylor']",Wiley / For Dummies,March 2013
Teach Yourself VISUALLY Access 2013,['Paul McFedries'],Wiley / Visual,March 2013
Interactive Data Visualization for the Web,['Scott Murray'],O'Reilly Media,March 2013
Access 2013 For Dummies,"['Laurie Ulrich Fuller', 'Ken Cook']",Wiley / For Dummies,March 2013
Lean Analytics,"['Alistair Croll', 'Benjamin Yoskovitz']",O'Reilly Media,March 2013
Data Points,['Nathan Yau'],Wiley,March 2013
Distributed Network Data,"['Alasdair Allan', 'Kipp Bradford']",O'Reilly Media,February 2013
Managing Data in Motion,['April Reeve'],Elsevier / Morgan Kaufmann,February 2013
Enterprise Security: A Data-Centric Approach to Securing the Enterprise,['Aaron Woody'],Packt Publishing,February 2013
Learning SciPy for Numerical and Scientific Computing,['Francisco J. Blanco-Silva'],Packt Publishing,February 2013
Hadoop Beginner's Guide,['Garry Turkington'],Packt Publishing,February 2013
Excel 2013 Simplified,['Paul McFedries'],Wiley / Visual,February 2013
GeoServer Beginner's Guide,"['Brian Youngblood', 'Stefano Iacovella']",Packt Publishing,February 2013
Analyzing the Social Web,['Jennifer Golbeck'],Elsevier / Morgan Kaufmann,February 2013
Predictive Analytics,['Eric Siegel'],Wiley,February 2013
Hadoop MapReduce Cookbook,"['Srinath Perera', 'Thilina Gunarathne']",Packt Publishing,January 2013
Instant Netcat Starter,['K. C. Yerrid'],Packt Publishing,January 2013
Implementing Splunk: Big Data Reporting and Development for Operational ...,['Vincent Bumgarner'],Packt Publishing,January 2013
The Definitive ANTLR 4 Reference,['Terence Parr'],Pragmatic Bookshelf,January 2013
Measuring Data Quality for Ongoing Improvement,['Laura Sebastian-Coleman'],Elsevier / Morgan Kaufmann,December 2012
Data Hiding,"['Michael T. Raggo', 'Chet Hosmer']",Elsevier / Syngress,December 2012
Agile Data Warehousing Project Management,['Ralph Hughes'],Elsevier / Morgan Kaufmann,December 2012
Data Visualization: a successful design process,['Andy Kirk'],Packt Publishing,December 2012
AfterShot Pro: Non-destructive photo editing and management,['Joachim Ziebs'],Packt Publishing,December 2012
Google Maps JavaScript API Cookbook,"['Alper Dincer', 'Balkan Uraz']",Packt Publishing,December 2012
Learning RStudio for R Statistical Computing,"['Mark P. J. van der Loo', 'Edwin de Jonge']",Packt Publishing,December 2012
Implementing CDISC Using SAS,"['Chris Holland', 'Jack Shostak']",SAS Institute,December 2012
WCF 4.5 Multi-Layer Services Development with Entity Framework,['Mike Liu'],Packt Publishing,December 2012
Oracle Enterprise Manager Cloud Control 12c: Managing Data Center Chaos,['Porus Homi Havewala'],Packt Publishing,December 2012
Professional Visual Basic 2012 and .NET 4.5 Programming,"['Bill Sheldon', 'Billy Hollis', 'Rob Windsor', 'David McCarter', 'Gaston C. Hillar', '...']",Wiley / Wrox,December 2012
Learning Cocoa with Objective-C,"['Paris Buttfield-Addison', 'Jonathon Manning']",O'Reilly Media,December 2012
R Graphics Cookbook,['Winston Chang'],O'Reilly Media,December 2012
Data Insights,['Hunter Whitney'],Elsevier / Morgan Kaufmann,November 2012
Transforming Business,"['Allison Cerra', 'Kevin Easterwood', 'Jerry Power']",Wiley,November 2012
Circos Data Visualization How-to,['Tom Schenk'],Packt Publishing,November 2012
HTML5 Graphing and Data Visualization Cookbook,['Ben Fhala'],Packt Publishing,November 2012
MATLAB Graphics and Data Visualization Cookbook,"['Nivedita Majumdar', 'Swapnonil Banerjee']",Packt Publishing,November 2012
KnockoutJS Starter,['Eric M. Barnard'],Packt Publishing,November 2012
Manage Partitions with GParted How-to,['Curtis Gedak'],Packt Publishing,November 2012
Network Backup with Bacula How-To,['Eugene Pankov'],Packt Publishing,November 2012
SAP HANA Starter,['Mark Walker'],Packt Publishing,November 2012
ActionScript Graphing Cookbook,"['Peter Backx', 'Dominic Gelineau']",Packt Publishing,November 2012
Atmospheric Monitoring with Arduino,"['Patrick Di Justo', 'Emily Gertz']","Maker Media, Inc",November 2012
Bad Data Handbook,['Q. Ethan McCallum'],O'Reilly Media,November 2012
Data Governance,['John Ladley'],Elsevier / Morgan Kaufmann,November 2012
Getting Started with Talend Open Studio for Data Integration,['Jonathan Bowen'],Packt Publishing,November 2012
Spring Data,['Petri Kainulainen'],Packt Publishing,November 2012
Oracle 11g Anti-hacker's Cookbook,['Adrian Neagu'],Packt Publishing,October 2012
Information Security Risk Assessment Toolkit,"['Mark Talabis', 'Jason Martin']",Elsevier / Syngress,October 2012
Spring Data,"['Mark Pollack', 'Oliver Gierke', 'Thomas Risberg', 'Jon Brisbin', 'Michael Hunger']",O'Reilly Media,October 2012
Python for Data Analysis,['Wes McKinney'],O'Reilly Media,October 2012
Piwik Web Analytics Essentials,['Stephan A. Miller'],Packt Publishing,October 2012
Measuring the Networked Nonprofit,"['Beth Kanter', 'Katie Delahaye Paine']",Wiley / Jossey-Bass,October 2012
Introduction to Data Compression,['Khalid Sayood'],Elsevier / Morgan Kaufmann,October 2012
Arista Warrior,['Gary A. Donahue'],O'Reilly Media,October 2012
R in a Nutshell,['Joseph Adler'],O'Reilly Media,September 2012
Programming Hive,"['Edward Capriolo', 'Dean Wampler', 'Jason Rutherglen']",O'Reilly Media,September 2012
SAS Hash Object Programming Made Easy,['Michele M. Burlew'],SAS Institute,September 2012
Ethics of Big Data,['Kord Davis'],O'Reilly Media,September 2012
Records Management For Dummies,['Richardson'],Wiley / For Dummies,September 2012
Master Data Management,"['Rolf Scheuch', 'Tom Gansor', 'Colette Ziller']",dpunkt,September 2012
Stammdatenmanagement,"['Knut Hildebrand', 'Boris Otto', 'Anette Weisbecker']",dpunkt,September 2012
PCI Compliance,"['Branden R. Williams', 'Anton Chuvakin']",Elsevier / Syngress,September 2012
Getting Started with Storm,"['Jonathan Leibiusky', 'Gabriel Eisbruch', 'Dario Simonassi']",O'Reilly Media,August 2012
OpenLayers Cookbook,['Antonio Santiago Perez'],Packt Publishing,August 2012
Ext JS 4 Web Application Development Cookbook,"['Andrew Duncan', 'Stuart Ashworth']",Packt Publishing,August 2012
HBase Administration Cookbook,['Yifeng Jiang'],Packt Publishing,August 2012
Infinispan Data Grid Platform,"['Francesco Marchioni', 'Manik Surtani']",Packt Publishing,August 2012
"Learning PHP, MySQL, JavaScript, and CSS",['Robin Nixon'],O'Reilly Media,August 2012
Think Python,['Allen B. Downey'],O'Reilly Media,August 2012
Applied Data Mining for Forecasting Using SAS,"['Tim Rey', 'Arthur Kordon', 'Chip Wells']",SAS Institute,July 2012
"Categorical Data Analysis Using SAS, Third Edition","['Maura E. Stokes', 'Charles S. Davis', 'Gary G. Koch']",SAS Institute,July 2012
iOS Cloud Development For Dummies,['Neal Goldstein'],Wiley / For Dummies,July 2012
Data Virtualization for Business Intelligence Systems,['Rick van der Lans'],Elsevier / Morgan Kaufmann,July 2012
OData Programming Cookbook for .NET Developers,['Steven Cheng'],Packt Publishing,July 2012
FileMaker Pro 12: The Missing Manual,"['Susan Prosser', 'Stuart Gripman']",O'Reilly Media,July 2012
Oracle Business Intelligence Enterprise Edition 11g: A Hands-On Tutorial,"['Christian Screen', 'Haroun Khan', 'Adrian Ward']",Packt Publishing,July 2012
Business Intelligence Cookbook: A Project Lifecycle Approach Using Oracle ...,['John Heaton'],Packt Publishing,July 2012
Securing SQL Server,['Denny Cherry'],Elsevier / Syngress,July 2012
The Data Journalism Handbook,"['Jonathan Gray', 'Lucy Chambers', 'Liliana Bounegru']",O'Reilly Media,July 2012
Getting Started with D3,['Mike Dewar'],O'Reilly Media,June 2012
Principles of Data Integration,"['AnHai Doan', 'Alon Halevy', 'Zachary Ives']",Elsevier / Morgan Kaufmann,June 2012
VMware View 5 Desktop Virtualization Solutions,"['Jason Langone', 'Andre Leibovici']",Packt Publishing,June 2012
Just Spring Data Access,"['Madhusudhan Konda', 'Greg L. Turnquist']",O'Reilly Media,June 2012
Getting Started with Couchbase Server,['MC Brown'],O'Reilly Media,June 2012
Android Database Programming,['Jason Wei'],Packt Publishing,June 2012
Getting Started with Oracle Data Integrator 11g: A Hands-On Tutorial,"['David Hecksel', 'Bernard Wheeler', 'Peter C. Boyd-Bowman', 'Julien Testut', 'Denis ...']",Packt Publishing,May 2012
Microsoft SQL Server 2012 Integration Services: An Expert Cookbook,"['Reza Rad', 'Pedro Perfeito']",Packt Publishing,May 2012
Information Visualization,['Colin Ware'],Elsevier / Morgan Kaufmann,May 2012
Java 7 JAX-WS Web Services,['Deepak Vohra'],Packt Publishing,May 2012
SAS Encoding:,['Manfred Kiefer'],SAS Institute,May 2012
Seven Databases in Seven Weeks,"['Eric Redmond', 'Jim Wilson']",Pragmatic Bookshelf,May 2012
Hadoop: The Definitive Guide,['Tom White'],O'Reilly Media / Yahoo Press,May 2012
Information Storage and Management,['EMC Education Services'],Wiley,April 2012
Hybrid Cloud For Dummies,"['Judith Hurwitz', 'Marcia Kaufman', 'Fern Halper', 'Daniel Kirsch']",Wiley / For Dummies,April 2012
Fundamentals of Predictive Analytics with JMP,"['Ron Klimberg', 'B. D. McCullough']",SAS Institute,April 2012
Microsoft Silverlight 5 Data and Services Cookbook,"['Gill Cleeren', 'Kevin Dockx']",Packt Publishing,April 2012
Securing the Virtual Environment,"['Davi Ottenheimer', 'Matthew Wallace']",Wiley,April 2012
JMP Start Statistics,"['John Sall', 'Ann W. Lehman', 'Mia L. Stephens', 'Lee Creighton']",SAS Institute,March 2012
Entity Framework 4.1: Expert's Cookbook,"['Devlin Liles', 'Tim Rayburn']",Packt Publishing,March 2012
Designing Great Data Products,"['Jeremy Howard', 'Margit Zwemer', 'Mike Loukides']",O'Reilly Media,March 2012
Enabling Programmable Self with HealthVault,['Vaibhav Bhandari'],O'Reilly Media,March 2012
"Webbots, Spiders, and Screen Scrapers",['Michael Schrenk'],No Starch Press,March 2012
Managing Data and Media in Microsoft Silverlight 4: A mashup of chapters from...,"['Gaston C. Hillar', 'Gill Cleeren', 'Kevin Dockx', 'Todd Snyder', 'Joel Eden', 'Jeffrey ...']",Packt Publishing,February 2012
Getting Started with Fluidinfo,"['Nicholas J. Radcliffe', 'Nicholas H. Tollervey']",O'Reilly Media,February 2012
Think Complexity,['Allen B. Downey'],O'Reilly Media,February 2012
Programming Entity Framework: DbContext,"['Julia Lerman', 'Rowan Miller']",O'Reilly Media,February 2012
Data for the Public Good,['Alex Howard'],O'Reilly Media,February 2012
Making Musical Apps,['Peter Brinkmann'],O'Reilly Media,February 2012
Machine Learning for Hackers,"['Drew Conway', 'John Myles White']",O'Reilly Media,February 2012
Accessible EPUB 3,['Matt Garrish'],O'Reilly Media / Tools of Change,February 2012
MySQL Troubleshooting,['Sveta Smirnova'],O'Reilly Media,February 2012
Getting Started with CouchDB,['MC Brown'],O'Reilly Media,January 2012
C# Database Basics,['Michael Schmalz'],O'Reilly Media,January 2012
Environmental Monitoring with Arduino,"['Emily Gertz', 'Patrick Di Justo']","Maker Media, Inc",January 2012
Building Business Intelligence Using SAS,"['Tricia Aanderud', 'Angela Hall']",SAS Institute,January 2012
MongoDB and PHP,['Steve Francia'],O'Reilly Media,January 2012
Microsoft Dynamics CRM 2011: Dashboards Cookbook,['Mark AuCoin'],Packt Publishing,January 2012
Hacking and Securing iOS Applications,['Jonathan Zdziarski'],O'Reilly Media,January 2012
Mapping with Drupal,"['Alan Palazzolo', 'Thomas Turnbull']",O'Reilly Media,December 2011
iOS Development using MonoTouch Cookbook,['Dimitris Tavlikos'],Packt Publishing,December 2011
Excel 2010 eLearning Kit For Dummies,['Faithe Wempen'],Wiley / For Dummies,November 2011
Teaching Elementary Statistics with JMP,['Chris Olsen'],SAS Institute,November 2011
Programming Entity Framework: Code First,"['Julia Lerman', 'Rowan Miller']",O'Reilly Media,November 2011
Windows Phone 7.5 Data Cookbook,['Ramesh Thalli'],Packt Publishing,October 2011
Machine Learning for Email,"['Drew Conway', 'John Myles White']",O'Reilly Media,October 2011
Parallel R,"['Q. Ethan McCallum', 'Stephen Weston']",O'Reilly Media,October 2011
Programming Pig,['Alan Gates'],O'Reilly Media,September 2011
Social Network Analysis for Startups,"['Maksim Tsvetovat', 'Alexander Kouznetsov']",O'Reilly Media,September 2011
SAP NetWeaver MDM 7.1 Administrator's Guide,['Uday Rao'],Packt Publishing,September 2011
Designing Data Visualizations,"['Noah Iliinsky', 'Julie Steele']",O'Reilly Media,September 2011
Privacy and Big Data,"['Terence Craig', 'Mary E. Ludloff']",O'Reilly Media,September 2011
The Evolution of Data Products,['Mike Loukides'],O'Reilly Media / Radar,September 2011
Big Data Glossary,['Pete Warden'],O'Reilly Media,September 2011
"Oracle Information Integration, Migration, and Consolidation","['Tom Laszewski', 'Jason Williamson', 'Prakash Nauduri']",Packt Publishing,September 2011
Programming Razor,['Jess Chadwick'],O'Reilly Media,September 2011
FreeRADIUS,['Dirk van der Walt'],Packt Publishing,September 2011
Big Data Now: Current Perspectives from O'Reilly Radar,"[""O'Reilly Radar Team""]",O'Reilly Media,August 2011
HBase: The Definitive Guide,['Lars George'],O'Reilly Media,August 2011
Professional NoSQL,['Shashank Tiwari'],Wiley / Wrox,August 2011
MDX with Microsoft SQL Server 2008 R2 Analysis Services Cookbook,['Tomislav Piasevoli'],Packt Publishing,August 2011
Microsoft Windows Azure Development Cookbook,['Neil Mackenzie'],Packt Publishing,August 2011
Redis Cookbook,"['Tiago Macedo', 'Fred Oliveira']",O'Reilly Media,July 2011
iPhone and iOS Forensics,"['Andrew Hoog', 'Katie Strzempka']",Elsevier / Syngress,July 2011
"Getting Started with GEO, CouchDB, and Node.js",['Mick Thompson'],O'Reilly Media,July 2011
Using the HTML5 Filesystem API,['Eric Bidelman'],O'Reilly Media,July 2011
Functional Programming for Java Developers,['Dean Wampler'],O'Reilly Media,July 2011
Professional ASP.NET MVC 3,"['Jon Galloway', 'Phil Haack', 'Brad Wilson', 'K. Scott Allen']",Wiley / Wrox,July 2011
Microsoft SQL Server 2008 R2 Master Data Services,"['Jeremy Kashel', 'Tim Kent', 'Martyn Bullerwell']",Packt Publishing,July 2011
Cassandra High Performance Cookbook,['Edward Capriolo'],Packt Publishing,July 2011
Think Stats,['Allen B. Downey'],O'Reilly Media,July 2011
Office 365 in Business,"['David Kroenke', 'Donald Nilson']",Wiley,June 2011
Pentaho Data Integration 4 Cookbook,"['Adrian Sergio Pulvirenti', 'Maria Carina Roldan']",Packt Publishing,June 2011
GNU Octave,['Jesper Schmidt Hansen'],Packt Publishing,June 2011
Visualize This,['Nathan Yau'],Wiley,June 2011
WordPress 3 Ultimate Security,['Olly Connelly'],Packt Publishing,June 2011
Data Mining: Concepts and Techniques,"['Jiawei Han', 'Jian Pei', 'Micheline Kamber']",Elsevier / Morgan Kaufmann,June 2011
Packet Guide to Core Network Protocols,['Bruce Hartpence'],O'Reilly Media,June 2011
Microsoft SQL Server 2008 R2 Administration Cookbook,['Satya Shyam K Jayanty'],Packt Publishing,May 2011
Mastering SQL Queries for SAP Business One,['Gordon Du'],Packt Publishing,May 2011
Microsoft Data Protection Manager 2010,['Steve Buchanan'],Packt Publishing,May 2011
Oracle 10g/11g Data and Database Management Utilities: LITE,['Hector R. Madrid'],Packt Publishing,May 2011
Microsoft Silverlight 4 Data and Services Cookbook: LITE,"['Gill Cleeren', 'Kevin Dockx']",Packt Publishing,May 2011
Processing XML documents with Oracle JDeveloper 11g: LITE,['Deepak Vohra'],Packt Publishing,May 2011
JSF 2.0 Cookbook: LITE,['Anghel Leonard'],Packt Publishing,May 2011
Oracle Warehouse Builder 11g R2: Getting Started 2011,['Bob Griesemer'],Packt Publishing,May 2011
Data Architecture,['Charles Tupper'],Elsevier / Morgan Kaufmann,May 2011
iPad 2 Fully Loaded,['Alan Hess'],Wiley,May 2011
Core Data iOS Essentials,['B. M. Harwani'],Packt Publishing,April 2011
Microsoft Dynamics GP 2010 Reporting,"['Christopher Liley', 'David Duncan']",Packt Publishing,April 2011
Alternate Data Storage Forensics,"['Amber Schroader', 'Tyler Cohen']",Elsevier / Syngress,April 2011
Managing Catastrophic Loss of Sensitive Data,['Constantine Photopoulos'],Elsevier / Syngress,April 2011
PCI Compliance,"['Branden R. Williams', 'Anton Chuvakin', 'Tony Bradley']",Elsevier / Syngress,April 2011
RFID+ Study Guide and Practice Exams,['Paul Sanghera Ph.D'],Elsevier / Syngress,April 2011
XSS Attacks,"['Seth Fogie', 'Jeremiah Grossman', 'Robert Hansen', 'Anton Rager', 'Petko D. Petkov']",Elsevier / Syngress,April 2011
The Best Damn Cybercrime and Digital Forensics Book Period,"['Jack Wiles', 'Anthony Reyes']",Elsevier / Syngress,April 2011
How to Cheat at Deploying and Securing RFID,"['Frank Thornton', 'Paul Sanghera Ph.D']",Elsevier / Syngress,April 2011
GFI Network Security and PCI Compliance Power Tools,['Brien Posey'],Elsevier / Syngress,April 2011
Next Generation SSH2 Implementation,['Dale Liu'],Elsevier / Syngress,April 2011
ZigBee Wireless Networks and Transceivers,['Shahin Farahani'],Elsevier / Newnes,April 2011
Querying XML,"['Jim Melton', 'Stephen Buxton']",Elsevier / Morgan Kaufmann,April 2011
Market Data Explained,['Marc Alvarez'],Elsevier / Butterworth-Heinemann,April 2011
Wi-Fi Telephony,"['Praphul Chandra', 'David Lide']",Elsevier / Newnes,April 2011
Data Mining Techniques,"['Gordon S. Linoff', 'Michael J. Berry']",Wiley,March 2011
The Data Model Resource Book,"['Len Silverston', 'Paul Agnew']",Wiley,March 2011
Sphinx Search,['Abbas Ali'],Packt Publishing,March 2011
Cacti 0.8 Beginner's Guide,['Thomas Urban'],Packt Publishing,March 2011
Bulletproof Wireless Security,['Praphul Chandra'],Elsevier / Newnes,March 2011
ADempiere 3.6 Cookbook,['Ajit Kumar'],Packt Publishing,March 2011
Barnes & Noble,['Marc Parrish'],O'Reilly Media,March 2011
"Big Data, Lean Startup",['Philip (flip) Kromer'],O'Reilly Media,March 2011
Generating Dynamic Social Networks from Large Scale Unstructured Data,['Tim Estes'],O'Reilly Media,March 2011
With Big Data Comes Big Responsibility,['John Fritz'],O'Reilly Media,March 2011
Prototyping With Data,['Matt Biddulph'],O'Reilly Media,March 2011
Small is the New Big,['Kim Rees'],O'Reilly Media,March 2011
Learning Android,['Marko Gargenta'],O'Reilly Media,March 2011
Meaningful Insights from Raw Metrics,"['Nicholas Yee', 'Nic Ducheneaut']",O'Reilly Media,March 2011
What Kind of Data do Government Agencies Have?,['Virginia Carlson'],O'Reilly Media,March 2011
The Data-driven Business and Other Lessons from History,['Barry Devlin'],O'Reilly Media,March 2011
Building the Data-driven Organization,['Bob Page'],O'Reilly Media,March 2011
Retail: Lessons Learned from the First Data-driven Business and Future ...,"['Marilyn Craig', 'Terence Craig']",O'Reilly Media,March 2011
Crowdsourcing and the Democratization of Data,['Lukas Biewald'],O'Reilly Media,March 2011
Making Data Science a Sport,['Anthony Goldbloom'],O'Reilly Media,March 2011
Extracting Business Value from Semi-Structured Data,['David Steier'],O'Reilly Media,March 2011
Real-Time Searching of Big Data with Solr and Hadoop,['Rod Cope'],O'Reilly Media,March 2011
Where's the Money in Big Data,"['Tim Guleri', 'Roger Ehrenberg', 'Paul Kedrosky', 'Ping Li']",O'Reilly Media,March 2011
Mining the Tar Sands of Big Data,['Michael E. Driscoll'],O'Reilly Media,March 2011
"Dirty Politics, Dirty Data",['Jonathan Bruner'],O'Reilly Media,March 2011
Determine the Right Analytic Database,['Mark Madsen'],O'Reilly Media,March 2011
Painless Scaling,['Ben Werther'],O'Reilly Media,March 2011
Real World Applications Panel: Enterprise and Industry,"['Kenneth Cukier', 'Adam Hurwitz', 'Jinesh Varia', 'Fabiano Oliveira']",O'Reilly Media,March 2011
Research Evaluation in the Age of Global Digital Scholarship,['Brian Wilson'],O'Reilly Media,March 2011
Data Mashups in R,"['Jeremy Leipzig', 'Xiao-Yi Li']",O'Reilly Media,March 2011
R Cookbook,['Paul Teetor'],O'Reilly Media,March 2011
Open Data,['Pablo Castro'],O'Reilly Media,March 2011
Deriving Intelligence from Large Data Using Hadoop and Applying Analytics,['Vineet Tyagi'],O'Reilly Media,March 2011
Data Marketplaces,"['Julie Steele', 'Ian White', 'Peter Marney', 'Moe Khosravy', 'Dennis Yang']",O'Reilly Media,March 2011
Building and Pricing the Open Data Marketplace,"['Pete Soderling', 'Pete Forde']",O'Reilly Media,March 2011
"Visualizing Shared, Distributed Data","['Roman Stanek', 'Pete Warden']",O'Reilly Media,March 2011
Google Cloud for Data Crunchers,"['Patrick Chanezon', 'Ryan Boyd']",O'Reilly Media,March 2011
Avro Data,['Doug Cutting'],O'Reilly Media,March 2011
Supersized Data? Get Real-time insights,"['Stephen Sorkin', 'Narayan Bharadwaj']",O'Reilly Media,March 2011
Distilling Data Exhaust,['Peter Skomoroch'],O'Reilly Media,March 2011
An In-Depth Look at How to Survive the Data Deluge,['Ed Boyajian'],O'Reilly Media,March 2011
New Developments in Large Data Techniques,['Joseph Turian'],O'Reilly Media,March 2011
Social Media Analytics Using Greenplum's Data Computing Appliance,['Johan Schleier-Smith'],O'Reilly Media,March 2011
Unleashing Twitter Data for Fun and Insight,['Matthew A. Russell'],O'Reilly Media,March 2011
Scaling Data Analysis with Apache Mahout,['Isabel Drost'],O'Reilly Media,March 2011
Data as Art,['J.J. Toothman'],O'Reilly Media,March 2011
Telling Great Data Stories Online,['Jock Mackinlay'],O'Reilly Media,March 2011
Data in the Cloud with OpenStack,['Eric Day'],O'Reilly Media,March 2011
Wolfram|Alpha,['Joshua Martell'],O'Reilly Media,March 2011
What's Mine is Yours,"['Dylan Field', 'Nolan Goldberg', 'Brian W. Fitzpatrick', 'Jud Valeski', ""Tim O'Reilly""]",O'Reilly Media,March 2011
Microsoft DataMarket,"['Sudhir Hasbe', 'Bruno Aziza']",O'Reilly Media,March 2011
MAD Skills,"['Brian Dolan', 'Joseph M. Hellerstein']",O'Reilly Media,March 2011
Designing for Infinity,['Dustin Kirk'],O'Reilly Media,March 2011
Present Tense,['Benjamin Black'],O'Reilly Media,March 2011
Esperwhispering,['Theo Schlossnagle'],O'Reilly Media,March 2011
AnySurface,['Stephen Guerin'],O'Reilly Media,March 2011
Predicting the Future,"['Drew Conway', 'Christopher Ahlberg', 'Robert McGrew', 'Rion Snow']",O'Reilly Media,February 2011
Beyond Visualization,['Creve Maples'],O'Reilly Media,February 2011
How to Develop Big Data Applications for Hadoop,"['Abe Taha', 'Shevek M', 'Ken Krugler', 'Chris Wensel']",O'Reilly Media,February 2011
MDDL and the Quest for a Market Data Standard,['Martin Christopher Sexton'],Elsevier / Butterworth-Heinemann,February 2011
Oracle GoldenGate 11g Implementer's guide,['John P Jeffries'],Packt Publishing,February 2011
Data Mining,"['Ian H. Witten', 'Eibe Frank', 'Mark A. Hall', 'Christopher Pal']",Elsevier / Morgan Kaufmann,February 2011
Developing High Quality Data Models,['Matthew West'],Elsevier / Morgan Kaufmann,February 2011
Data Mining: Practical Machine Learning Tools and Techniques,"['Ian H. Witten', 'Eibe Frank', 'Mark A. Hall']",Elsevier / Morgan Kaufmann,February 2011
21 Recipes for Mining Twitter,['Matthew A. Russell'],O'Reilly Media,January 2011
Scaling MongoDB,['Kristina Chodorow'],O'Reilly Media,January 2011
Data Source Handbook,['Pete Warden'],O'Reilly Media,January 2011
Writing and Querying MapReduce Views in CouchDB,['Bradley Holt'],O'Reilly Media,January 2011
Matthew Russell on Mining the Social Web,['Matthew A. Russell'],O'Reilly Media,January 2011
Microsoft SQL Server 2008 High Availability,['Hemantgiri S. Goswami'],Packt Publishing,January 2011
Mining the Social Web,['Matthew A. Russell'],O'Reilly Media,January 2011
R Graphs Cookbook,['Hrishi V. Mittal'],Packt Publishing,January 2011
Python 2.6 Text Processing Beginner's Guide,['Jeff McNeil'],Packt Publishing,December 2010
Microsoft SQL Azure: Enterprise Application Development,['Jayaram Krishnaswamy'],Packt Publishing,December 2010
The Disaster Recovery Handbook,"['Michael WALLACE', 'Lawrence WEBBER']",AMACOM,December 2010
The Practitioner's Guide to Data Quality Improvement,['David Loshin'],Elsevier / Morgan Kaufmann,November 2010
Introduction to ASP.NET 4 AJAX Client Templates,['Craig Shoemaker'],Wiley / Wrox,November 2010
Real World Instrumentation with Python,['J. M. Hughes'],O'Reilly Media,November 2010
Cassandra: The Definitive Guide,['Eben Hewitt'],O'Reilly Media,November 2010
Data Analysis with Open Source Tools,['Philipp K. Janert'],O'Reilly Media,November 2010
Statistical Analysis with R,['John M. Quick'],Packt Publishing,October 2010
Statistical Programming with SAS/IML Software,['Rick Wicklin'],SAS Institute,October 2010
Oracle Business Intelligence : The Condensed Guide to Analysis and Reporting,['Yuli Vasiliev'],Packt Publishing,October 2010
NHibernate 3.0 Cookbook,['Jason Dentler'],Packt Publishing,October 2010
Pentaho Solutions,"['Roland Bouman', 'Jos van Dongen']",Wiley,September 2010
Infectious Diseases of Bhutan 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Canada 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Indonesia 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Japan 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of Luxembourg 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
Infectious Diseases of New Zealand 2010 edition,"['Stephen Berger', 'GIDEON Informatics', 'Inc.']",Gideon Informatics,September 2010
